################################################################################
# WEBOBS Observatoires volcanologiques et sismologiques de l'IPGP
#
# PROC: {PROC.GNSSPELEE} 
# TITLE: {\fontsize{14}{\bfGNSS Pelée Martinique - Source best model timeline} ()} {GNSSPELEE_MODELTIME_VECTORS}
# FILENAME: MODELTIME_VECTORS_mdrmpl0_.txt
# TIMESPAN: from "01-Feb-2020" to "01-Mar-2025"
#
#   Time period #1 = 90 days (~3 months)
#   Time period #2 = 180 days (~6 months)
#   Time period #3 = 270 days (~1 year)
#   Time period #4 = 365 days (1 year)
#
# CREATED: 12-Mar-2025 11:07:26 by webobs@volwebobs.ipgp.fr
# COPYRIGHT: MMXXV, OVSM-IPGP
################################################################################
#
#yyyy mm dd HH MM SS dE_(mm)_1 dN_(mm)_1 dU_(mm)_1 s_dE_1 s_dN_1 s_dU_1 dE_(mm)_2 dN_(mm)_2 dU_(mm)_2 s_dE_2 s_dN_2 s_dU_2 dE_(mm)_3 dN_(mm)_3 dU_(mm)_3 s_dE_3 s_dN_3 s_dU_3 dE_(mm)_4 dN_(mm)_4 dU_(mm)_4 s_dE_4 s_dN_4 s_dU_4
2022 03 05 00 00 00 1.994936 2.288907 -6.386022 5.000000 5.000000 15.000000 -6.586628 -2.153278 8.494860 5.000000 5.000000 15.000000 -3.567599 -1.707763 13.775611 5.000000 5.000000 15.000000 -5.694914 -2.985640 17.728086 5.000000 5.000000 15.000000
2022 04 16 00 00 00 -2.085929 -0.730249 -4.442832 5.000000 5.000000 15.000000 -5.734487 -1.438987 1.115290 5.000000 5.000000 15.000000 -6.482768 -1.661287 12.347940 5.000000 5.000000 15.000000 -7.225430 -2.991179 15.347092 5.000000 5.000000 15.000000
2022 05 28 00 00 00 0.613206 4.026941 -11.411803 5.000000 5.000000 15.000000 -2.264781 2.546987 -8.006044 5.000000 5.000000 15.000000 -8.151141 -0.506915 2.340564 5.000000 5.000000 15.000000 -7.273735 -1.091409 9.792697 5.000000 5.000000 15.000000
2022 07 09 00 00 00 -9.388715 -1.806717 -8.753120 5.000000 5.000000 15.000000 -8.646587 0.636645 -13.864384 5.000000 5.000000 15.000000 -10.113012 -0.188624 -10.275651 5.000000 5.000000 15.000000 -9.789472 -0.487835 2.702933 5.000000 5.000000 15.000000
2022 08 20 00 00 00 -4.206914 -2.438801 3.398435 5.000000 5.000000 15.000000 -10.869818 -2.379362 -9.782176 5.000000 5.000000 15.000000 -11.466894 -0.732550 -13.764292 5.000000 5.000000 15.000000 -14.492484 -1.698969 -5.303629 5.000000 5.000000 15.000000
2022 10 01 00 00 00 10.133578 2.894443 8.028971 5.000000 5.000000 15.000000 -3.224468 -1.688747 1.418806 5.000000 5.000000 15.000000 -7.531951 -0.511689 -8.909169 5.000000 5.000000 15.000000 -10.356097 -0.911439 -7.443255 5.000000 5.000000 15.000000
2022 11 12 00 00 00 -1.690108 0.925224 5.979790 5.000000 5.000000 15.000000 6.000844 1.599664 15.726277 5.000000 5.000000 15.000000 -2.722039 0.321281 2.519565 5.000000 5.000000 15.000000 -7.004700 0.724586 -4.739537 5.000000 5.000000 15.000000
2022 12 24 00 00 00 -4.515961 -1.182329 3.725878 5.000000 5.000000 15.000000 3.842646 1.401214 9.955044 5.000000 5.000000 15.000000 -2.329674 -0.862284 8.640561 5.000000 5.000000 15.000000 -6.305488 0.148402 -0.650176 5.000000 5.000000 15.000000
2023 02 04 00 00 00 -2.909411 -1.300609 1.705444 5.000000 5.000000 15.000000 -4.196674 -1.072863 4.484766 5.000000 5.000000 15.000000 1.164744 -0.716038 13.103902 5.000000 5.000000 15.000000 -4.648619 -0.617546 4.069360 5.000000 5.000000 15.000000
2023 03 18 00 00 00 6.119192 0.738983 -7.318446 5.000000 5.000000 15.000000 -1.284803 -1.710713 -2.694291 5.000000 5.000000 15.000000 1.736594 -0.091502 6.448575 5.000000 5.000000 15.000000 -2.368112 -1.328472 5.408365 5.000000 5.000000 15.000000
2023 04 29 00 00 00 2.863605 0.858150 1.026799 5.000000 5.000000 15.000000 1.725226 -0.452775 -2.865249 5.000000 5.000000 15.000000 -0.575067 -0.662715 1.579178 5.000000 5.000000 15.000000 0.558722 -0.964190 8.577736 5.000000 5.000000 15.000000
2023 06 10 00 00 00 0.307460 3.242176 -10.404322 5.000000 5.000000 15.000000 4.185493 2.784751 -11.337698 5.000000 5.000000 15.000000 0.397114 0.257813 -8.288205 5.000000 5.000000 15.000000 2.587473 0.976652 2.043743 5.000000 5.000000 15.000000
2023 07 22 00 00 00 -10.103844 -1.317006 1.313211 5.000000 5.000000 15.000000 -3.479268 2.916950 -11.365411 5.000000 5.000000 15.000000 -1.794793 1.248261 -10.675781 5.000000 5.000000 15.000000 -1.864226 1.318508 -6.390047 5.000000 5.000000 15.000000
2023 09 02 00 00 00 2.036990 -0.908775 13.252451 5.000000 5.000000 15.000000 -6.181903 0.784400 -2.527704 5.000000 5.000000 15.000000 -2.490783 2.039591 -9.049053 5.000000 5.000000 15.000000 -4.331979 0.714612 -9.433925 5.000000 5.000000 15.000000
2023 10 14 00 00 00 6.968979 2.782045 4.101021 5.000000 5.000000 15.000000 -1.281798 0.584201 8.761013 5.000000 5.000000 15.000000 -1.494588 2.812632 -2.663919 5.000000 5.000000 15.000000 -1.719280 1.943034 -6.972639 5.000000 5.000000 15.000000
2023 11 25 00 00 00 -0.426013 -0.651311 11.163288 5.000000 5.000000 15.000000 5.006717 1.160855 16.405958 5.000000 5.000000 15.000000 -1.459504 1.660227 7.719265 5.000000 5.000000 15.000000 0.133484 2.900131 -0.443895 5.000000 5.000000 15.000000
2024 01 06 00 00 00 -2.329095 -0.490380 -3.416084 5.000000 5.000000 15.000000 3.570404 1.369921 8.366603 5.000000 5.000000 15.000000 -0.344713 0.624672 13.429868 5.000000 5.000000 15.000000 -0.702620 2.416875 5.036255 5.000000 5.000000 15.000000
2024 02 17 00 00 00 -0.681278 0.207659 -4.884850 5.000000 5.000000 15.000000 -2.587690 -1.272785 0.282194 5.000000 5.000000 15.000000 1.922554 0.130986 11.170645 5.000000 5.000000 15.000000 -1.644626 1.487259 6.795144 5.000000 5.000000 15.000000
2024 03 30 00 00 00 4.608643 1.030931 -0.914654 5.000000 5.000000 15.000000 0.651210 0.519750 -8.576412 5.000000 5.000000 15.000000 3.529309 1.311046 0.506044 5.000000 5.000000 15.000000 0.265657 1.038862 7.633242 5.000000 5.000000 15.000000
2024 05 11 00 00 00 0.320675 0.021144 1.236152 5.000000 5.000000 15.000000 3.282109 1.377410 -5.931361 5.000000 5.000000 15.000000 1.998233 0.745691 -4.350905 5.000000 5.000000 15.000000 3.219579 1.048583 6.701488 5.000000 5.000000 15.000000
2024 06 22 00 00 00 -1.006973 3.665156 -16.507738 5.000000 5.000000 15.000000 2.211119 3.538617 -11.546556 5.000000 5.000000 15.000000 1.635537 3.026812 -13.838008 5.000000 5.000000 15.000000 4.240349 3.061511 -4.640925 5.000000 5.000000 15.000000
2024 08 03 00 00 00 -8.414571 -4.227664 8.899598 5.000000 5.000000 15.000000 -6.548389 0.062569 -4.927839 5.000000 5.000000 15.000000 -1.932876 2.142701 -10.275614 5.000000 5.000000 15.000000 -1.169597 1.961858 -8.171253 5.000000 5.000000 15.000000
2024 09 14 00 00 00 8.084960 0.922137 8.419968 5.000000 5.000000 15.000000 -4.732304 -1.169519 4.294613 5.000000 5.000000 15.000000 -2.466883 1.135351 -2.265748 5.000000 5.000000 15.000000 -2.502578 1.647922 -6.570500 5.000000 5.000000 15.000000
2024 10 26 00 00 00 3.504173 3.125995 -0.668457 5.000000 5.000000 15.000000 1.837437 -0.887808 10.340586 5.000000 5.000000 15.000000 -1.975427 0.943770 2.070057 5.000000 5.000000 15.000000 0.098685 2.146190 -4.474054 5.000000 5.000000 15.000000
2024 12 07 00 00 00 -1.680319 -0.429874 1.799803 5.000000 5.000000 15.000000 7.008354 1.713847 5.954872 5.000000 5.000000 15.000000 0.081394 0.111040 6.475370 5.000000 5.000000 15.000000 1.299410 2.213065 0.780678 5.000000 5.000000 15.000000
2025 01 18 00 00 00 1.636352 -1.357144 -5.056071 5.000000 5.000000 15.000000 5.077048 0.328645 -2.146118 5.000000 5.000000 15.000000 4.427872 -1.407061 7.614978 5.000000 5.000000 15.000000 2.424117 0.664131 2.335253 5.000000 5.000000 15.000000
2025 03 01 00 00 00 -0.666946 0.127767 -3.349377 5.000000 5.000000 15.000000 -0.920747 -2.038758 -4.605163 5.000000 5.000000 15.000000 5.550727 -0.867566 1.835981 5.000000 5.000000 15.000000 1.131311 -0.959755 2.523639 5.000000 5.000000 15.000000
