################################################################################
# WEBOBS DEV-MARENGO
#
# PROC: {PROC.GNSSSOUF} GNSS Soufrière
# TITLE: {\fontsize{14}{\bfGNSS Soufrière - Source best model timeline} (1 year)} {GNSSSOUF_MODELTIME_VECTORS}
# FILENAME: MODELTIME_VECTORS_gdcamc0_01y.txt
# TIMESPAN: from "18-Mar-2024 20:48:33" to "18-Mar-2025 20:48:33"
#
# NODE_FID: AMC0
# NODE_NAME: "Morne Amic"
# NODE_LATITUDE: -21.2449
# NODE_LONGITUDE: 55.7089
# NODE_ELEVATION: 1357.00
# NODE_URL: /cgi-bin/showNODE.pl?node=PROC.GNSSSOUF.GDCAMC0
# TIME_PERIODS: 90,180,270,365
#
#   Time period #1 = 30 days (~1 month)
#   Time period #2 = 15 days (15 days)
#
# CREATED: 18-Mar-2025 21:49:04 by beaudu@marengo.local
# COPYRIGHT: MMXXV, 
################################################################################
#
#yyyy mm dd HH MM SS dE_(mm)_1 dN_(mm)_1 dU_(mm)_1 s_dE_1 s_dN_1 s_dU_1 dE_(mm)_2 dN_(mm)_2 dU_(mm)_2 s_dE_2 s_dN_2 s_dU_2 dE_(mm)_3 dN_(mm)_3 dU_(mm)_3 s_dE_3 s_dN_3 s_dU_3 dE_(mm)_4 dN_(mm)_4 dU_(mm)_4 s_dE_4 s_dN_4 s_dU_4
2021 04 03 00 00 00 -1.128393 -0.693035 -7.591271 5.000000 5.000000 15.000000 1.574066 -1.260581 -5.439604 5.000000 5.000000 15.000000 0.472522 -0.516462 1.731860 5.000000 5.000000 15.000000 0.687782 -0.501393 -1.591657 5.000000 5.000000 15.000000
2021 05 15 00 00 00 0.185565 -0.780260 -6.073962 5.000000 5.000000 15.000000 -0.024773 -0.705040 -11.249862 5.000000 5.000000 15.000000 1.400128 -0.526001 -4.908294 5.000000 5.000000 15.000000 0.151629 -0.693099 -2.074636 5.000000 5.000000 15.000000
2021 06 26 00 00 00 1.543290 0.948833 -4.269605 5.000000 5.000000 15.000000 -0.795491 1.136842 -9.738711 5.000000 5.000000 15.000000 0.694815 -0.039775 -10.806942 5.000000 5.000000 15.000000 -0.200677 0.556353 -4.642534 5.000000 5.000000 15.000000
2021 08 07 00 00 00 2.124223 0.216156 -1.448244 5.000000 5.000000 15.000000 2.683325 1.474955 -5.118443 5.000000 5.000000 15.000000 1.535659 -0.090472 -12.314972 5.000000 5.000000 15.000000 2.127883 0.054795 -8.477208 5.000000 5.000000 15.000000
2021 09 18 00 00 00 -4.375286 0.876366 0.891622 5.000000 5.000000 15.000000 0.902599 1.260407 0.603085 5.000000 5.000000 15.000000 -0.135406 1.461663 -6.852760 5.000000 5.000000 15.000000 1.553317 -0.173839 -10.732496 5.000000 5.000000 15.000000
2021 10 30 00 00 00 -0.524817 -2.658733 0.874941 5.000000 5.000000 15.000000 -1.785912 -0.217839 1.229389 5.000000 5.000000 15.000000 -0.278345 0.826412 -3.558091 5.000000 5.000000 15.000000 -0.298261 -0.153665 -11.224135 5.000000 5.000000 15.000000
2021 12 11 00 00 00 1.985640 -0.494705 0.548719 5.000000 5.000000 15.000000 -3.174679 -0.725851 2.472208 5.000000 5.000000 15.000000 -0.382466 -0.016144 1.485637 5.000000 5.000000 15.000000 -1.191025 -0.117175 -6.207278 5.000000 5.000000 15.000000
2022 01 22 00 00 00 2.170817 0.286290 -0.242263 5.000000 5.000000 15.000000 1.077041 -0.949397 2.623273 5.000000 5.000000 15.000000 -0.520257 -0.370443 3.418118 5.000000 5.000000 15.000000 -0.388000 -0.243031 -2.354202 5.000000 5.000000 15.000000
2022 03 05 00 00 00 -4.212975 2.689119 0.642422 5.000000 5.000000 15.000000 0.176015 1.363294 0.744821 5.000000 5.000000 15.000000 -2.526815 0.469208 2.781941 5.000000 5.000000 15.000000 -0.921115 0.787167 1.804352 5.000000 5.000000 15.000000
2022 04 16 00 00 00 -0.050575 1.058410 0.389688 5.000000 5.000000 15.000000 -1.481132 2.426849 1.651767 5.000000 5.000000 15.000000 -0.637050 1.346473 2.968421 5.000000 5.000000 15.000000 -1.308727 1.392736 3.797092 5.000000 5.000000 15.000000
2022 05 28 00 00 00 -0.949530 -1.605225 0.871280 5.000000 5.000000 15.000000 -2.137589 1.172736 1.254031 5.000000 5.000000 15.000000 -0.265471 1.596652 1.703824 5.000000 5.000000 15.000000 -1.914078 0.904582 3.305388 5.000000 5.000000 15.000000
2022 07 09 00 00 00 4.718485 -1.133001 1.771397 5.000000 5.000000 15.000000 2.458307 -1.187081 -0.801432 5.000000 5.000000 15.000000 0.380152 0.690496 0.801101 5.000000 5.000000 15.000000 -0.156446 0.725436 3.131849 5.000000 5.000000 15.000000
2022 08 20 00 00 00 0.982163 0.702270 22.403478 5.000000 5.000000 15.000000 3.616502 -1.149282 12.499378 5.000000 5.000000 15.000000 1.899613 0.191456 9.344745 5.000000 5.000000 15.000000 1.703499 0.394317 7.442514 5.000000 5.000000 15.000000
2022 10 01 00 00 00 -9.641652 -1.592841 57.317338 5.000000 5.000000 15.000000 -1.385100 -0.864065 49.706467 5.000000 5.000000 15.000000 -0.191020 -0.870499 36.063430 5.000000 5.000000 15.000000 -1.200597 0.533327 32.419509 5.000000 5.000000 15.000000
2022 11 12 00 00 00 5.319097 -1.424817 -10.209542 5.000000 5.000000 23.507784 -3.503749 -0.209957 42.977011 5.000000 5.000000 15.000000 -0.821906 -1.361162 41.254966 5.000000 5.000000 15.000000 -0.992926 0.274046 35.006888 5.000000 5.000000 15.000000
2022 12 24 00 00 00 3.465645 0.438865 -51.835322 5.000000 5.000000 17.918270 -1.629638 -0.719845 0.488619 5.000000 5.000000 16.370488 0.769445 -0.691545 24.932664 5.000000 5.000000 15.000000 0.707575 -0.607070 27.957461 5.000000 5.000000 15.000000
2023 02 04 00 00 00 0.578913 1.287125 -0.222937 5.000000 5.000000 15.000000 6.210898 0.758577 -34.974007 5.000000 5.000000 15.000000 -0.047287 0.231911 10.804167 5.000000 5.000000 15.000000 1.135769 -0.822051 20.989897 5.000000 5.000000 15.000000
2023 03 18 00 00 00 -6.609923 1.473027 -15.316234 5.000000 5.000000 16.349681 0.696260 2.727571 -49.368485 5.000000 5.000000 15.861473 0.397985 1.284097 -13.078344 5.000000 5.000000 15.000000 1.355937 0.147238 10.930107 5.000000 5.000000 15.000000
2023 04 29 00 00 00 -0.991415 -2.023714 8.902437 5.000000 5.000000 15.000000 -1.725125 -0.075756 -2.661408 5.000000 5.000000 15.000000 3.058695 0.262764 -32.466502 5.000000 5.000000 15.000000 0.039422 0.698019 0.350331 5.000000 5.000000 15.000000
2023 06 10 00 00 00 -8.740464 -1.769098 5.382693 5.000000 5.000000 15.000000 -7.374219 -2.736664 0.356530 5.000000 5.000000 15.000000 -2.890551 -0.640260 -29.520335 5.000000 5.000000 15.000000 -3.048994 -1.063184 -10.126661 5.000000 5.000000 15.000000
2023 07 22 00 00 00 10.485588 4.873638 -17.366095 5.000000 5.000000 15.000000 1.405573 -1.166643 -3.675035 5.000000 5.000000 15.000000 -1.075306 -0.716772 -8.213802 5.000000 5.000000 15.000000 1.643314 -0.588429 -27.650431 5.000000 5.000000 15.000000
2023 09 02 00 00 00 -1.847074 -0.119249 2.459967 5.000000 5.000000 15.000000 3.729778 1.730746 -11.494187 5.000000 5.000000 15.000000 -0.316789 -0.184889 -9.567453 5.000000 5.000000 15.000000 2.169622 0.751501 -33.889778 5.000000 5.000000 15.000000
2023 10 14 00 00 00 -9.635794 -2.518580 5.554237 5.000000 5.000000 15.000000 -0.406981 2.023537 -5.803372 5.000000 5.000000 15.000000 -1.550086 0.019785 -2.488226 5.000000 5.000000 15.000000 -2.211231 -0.238197 -8.266136 5.000000 5.000000 15.000000
2023 11 25 00 00 00 2.347525 2.192846 19.173614 5.000000 5.000000 15.000000 -4.699038 -0.321076 14.069741 5.000000 5.000000 15.000000 -1.523675 2.206963 4.848415 5.000000 5.000000 15.000000 -3.147504 0.732300 1.212698 5.000000 5.000000 15.000000
2024 01 06 00 00 00 1.070802 0.026239 2.724623 5.000000 5.000000 15.000000 -5.451256 0.420764 19.738872 5.000000 5.000000 15.000000 -2.037562 2.823724 8.004415 5.000000 5.000000 15.000000 -2.665460 1.173791 6.913681 5.000000 5.000000 15.000000
2024 02 17 00 00 00 NaN NaN NaN NaN NaN NaN 4.297870 4.735174 21.945014 5.000000 5.000000 15.000000 -1.538239 2.819062 17.554701 5.000000 5.000000 15.000000 -0.950782 3.360737 10.425443 5.000000 5.000000 15.000000
2024 03 30 00 00 00 NaN NaN NaN NaN NaN NaN 6.227730 -1.425450 19.576180 5.000000 5.000000 28.397989 -2.606643 3.723760 30.450309 5.000000 5.000000 15.000000 -0.645400 4.213517 10.905445 5.000000 5.000000 15.000000
2024 05 11 00 00 00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 2.515510 4.359202 30.561571 5.000000 5.000000 20.318357 0.203982 3.889984 20.197963 5.000000 5.000000 15.000000
2024 06 22 00 00 00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.159836 -0.644478 -5.153006 5.000000 5.000000 15.000000 -4.171654 0.100547 7.063162 5.000000 5.000000 15.000000
2024 08 03 00 00 00 5.839837 -0.384444 1.994538 5.000000 5.000000 15.000000 NaN NaN NaN NaN NaN NaN 1.324540 -1.644631 -11.533905 5.000000 5.000000 15.000000 1.397290 -0.797153 -3.146576 5.000000 5.000000 15.000000
2024 09 14 00 00 00 -8.209053 2.682912 24.832652 5.000000 5.000000 15.000000 1.073034 1.945806 27.783384 5.000000 5.000000 15.000000 NaN NaN NaN NaN NaN NaN 1.188302 0.310106 0.872481 5.000000 5.000000 15.000000
2024 10 26 00 00 00 1.390717 0.362240 19.231167 5.000000 5.000000 15.000000 -1.538494 1.251804 32.526337 5.000000 5.000000 15.000000 1.077119 -1.948313 42.688566 5.000000 5.000000 15.000000 -0.679692 -0.435947 5.990137 5.000000 5.000000 15.000000
2024 12 07 00 00 00 2.961009 4.201234 -4.341704 5.000000 5.000000 15.000000 -4.061271 3.778616 29.060521 5.000000 5.000000 15.000000 -0.725108 3.079210 38.910590 5.000000 5.000000 15.000000 -1.237548 2.347317 20.766505 5.000000 5.000000 15.000000
2025 01 18 00 00 00 -2.463531 -3.115992 -20.498604 5.000000 5.000000 15.000000 -2.784501 1.416646 1.557260 5.000000 5.000000 15.000000 -3.804803 3.284872 20.492983 5.000000 5.000000 15.000000 -4.367456 0.605071 25.619999 5.000000 5.000000 15.000000
2025 03 01 00 00 00 3.930775 -0.780701 0.065891 5.000000 5.000000 15.000000 1.105642 1.822767 -16.800602 5.000000 5.000000 15.000000 -3.164347 3.194388 16.550999 5.000000 5.000000 15.000000 -1.702194 2.008348 23.251413 5.000000 5.000000 15.000000
