################################################################################
# WEBOBS Observatoires volcanologiques et sismologiques de l'IPGP
#
# PROC: {PROC.GIPSYXMAYOTTE} 
# TITLE: {\fontsize{14}{\bfGNSS Mayotte: Source best model timeline} ()} {GIPSYXMAYOTTE_MODELTIME_VECTORS}
# FILENAME: MODELTIME_VECTORS_madcmayg_.txt
# TIMESPAN: from "01-Feb-2017" to "01-Mar-2025"
#
# NODE_FID: MAYG
# NODE_NAME: "Mayotte"
# NODE_LATITUDE: -12.782054
# NODE_LONGITUDE: 45.258150
# NODE_ELEVATION: -16.35
# NODE_URL: /cgi-bin/showNODE.pl?node=PROC.GIPSYXMAYOTTE.MADCMAYG
# TIME_PERIODS: 7,15,30,90,180,270,365
#
#   Time period #1 = 7 days (7 days)
#   Time period #2 = 15 days (15 days)
#   Time period #3 = 30 days (~1 month)
#   Time period #4 = 90 days (~3 months)
#   Time period #5 = 180 days (~6 months)
#   Time period #6 = 270 days (~1 year)
#   Time period #7 = 365 days (1 year)
#
# CREATED: 31-Mar-2025 13:08:50 by webobs@volwebobs.ipgp.fr
# COPYRIGHT: MMXXV, ReVoSiMa/IPGP/RGP/IPGS/INSU/CNES/LACy/Univ. Réunion/Météo France/Exagone/PrecisionTopo
################################################################################
#
#yyyy mm dd HH MM SS dE_(mm)_1 dN_(mm)_1 dU_(mm)_1 s_dE_1 s_dN_1 s_dU_1 dE_(mm)_2 dN_(mm)_2 dU_(mm)_2 s_dE_2 s_dN_2 s_dU_2 dE_(mm)_3 dN_(mm)_3 dU_(mm)_3 s_dE_3 s_dN_3 s_dU_3 dE_(mm)_4 dN_(mm)_4 dU_(mm)_4 s_dE_4 s_dN_4 s_dU_4 dE_(mm)_5 dN_(mm)_5 dU_(mm)_5 s_dE_5 s_dN_5 s_dU_5 dE_(mm)_6 dN_(mm)_6 dU_(mm)_6 s_dE_6 s_dN_6 s_dU_6 dE_(mm)_7 dN_(mm)_7 dU_(mm)_7 s_dE_7 s_dN_7 s_dU_7
2017 03 15 00 00 00 -0.151186 -2.430958 26.749052 3.323643 2.308870 13.519445 -0.935357 0.548686 -1.090546 1.672996 1.788391 15.298384 -4.738077 0.975145 -2.065690 5.000000 5.000000 10.000000 -1.624696 -3.787302 -1.536706 5.000000 5.000000 10.000000 -3.249392 -7.574605 -3.073412 2.004757 2.143916 15.669407 -4.874088 -11.361907 -4.610118 3.007135 3.215874 23.504111 -6.589045 -15.359615 -6.232196 4.065201 4.347385 31.774076
2017 03 17 00 00 00 2.526526 3.191611 16.266024 2.899799 1.472805 15.638870 0.211680 -0.765670 3.814455 1.720441 1.358610 16.121637 -4.221996 0.739615 2.807094 1.197330 1.350088 10.217867 -1.568441 -3.479916 0.140894 5.000000 5.000000 10.000000 -3.136882 -6.959832 0.281789 1.908599 2.046457 15.140941 -4.705323 -10.439748 0.422683 2.862898 3.069685 22.711412 -6.360899 -14.112992 0.571405 3.870214 4.149760 30.702464
2017 03 19 00 00 00 4.203351 1.720729 -12.291057 2.665589 1.690893 17.274095 1.579543 -1.030089 6.469519 1.797078 1.359589 14.257437 -2.561220 -0.292880 1.037456 1.255604 1.263231 10.383420 -1.327658 -3.291365 -0.827320 5.000000 5.000000 10.000000 -2.655316 -6.582731 -1.654639 1.834971 1.958047 14.444998 -3.982974 -9.874096 -2.481959 2.752456 2.937071 21.667496 -5.384391 -13.348315 -3.355241 3.720913 3.970484 29.291245
2017 03 21 00 00 00 1.244312 2.085410 -19.318843 2.055766 1.406448 16.911074 1.797586 0.896414 6.960146 1.851292 1.432020 14.461141 -0.991401 -0.114772 -0.314036 1.292434 1.268897 10.595764 -1.030921 -2.862480 -1.316379 5.000000 5.000000 10.000000 -2.061841 -5.724961 -2.632758 1.764484 1.893574 13.839776 -3.092762 -8.587441 -3.949137 2.646726 2.840361 20.759664 -4.180956 -11.608948 -5.338649 3.577981 3.839747 28.063991
2017 03 23 00 00 00 -1.251907 -0.754519 -2.282267 1.908360 2.138239 14.412761 2.838107 0.724269 5.394358 1.746082 1.489683 14.691002 -0.428480 -0.379358 -1.178738 1.297229 1.223927 10.589451 -1.006227 -2.902071 -1.788176 5.000000 5.000000 10.000000 -2.012455 -5.804142 -3.576352 1.684872 1.805719 13.212999 -3.018682 -8.706213 -5.364527 2.527307 2.708579 19.819498 -4.080811 -11.769510 -7.252046 3.416545 3.661597 26.793025
2017 03 25 00 00 00 -3.240404 -2.959640 -1.642945 1.447363 1.782314 12.235845 2.659017 1.838245 -8.950120 1.638946 1.315298 12.029124 0.973575 -0.715326 0.151201 5.000000 5.000000 10.000000 -0.921880 -2.778712 -2.765511 5.000000 5.000000 10.000000 -1.843759 -5.557424 -5.531022 1.612075 1.729564 12.680488 -2.765639 -8.336135 -8.296533 2.418113 2.594347 19.020732 -3.738734 -11.269220 -11.215684 3.268930 3.507172 25.713212
2017 03 27 00 00 00 -1.163465 -3.524809 -0.674328 1.426731 2.148832 14.767243 1.153262 -0.881978 -12.611884 1.603563 1.386376 10.940127 1.512406 -0.739678 0.587329 5.000000 5.000000 10.000000 -0.956550 -2.927433 -2.769571 5.000000 5.000000 10.000000 -1.913100 -5.854867 -5.539143 1.538898 1.660359 12.166388 -2.869650 -8.782300 -8.308714 2.308347 2.490539 18.249582 -3.879342 -11.872369 -11.232151 3.120543 3.366840 24.670732
2017 03 29 00 00 00 0.273539 -2.783414 20.514601 1.406219 2.814162 15.674198 -1.225651 -3.395679 -1.281877 1.140399 1.521007 14.858485 2.078304 -1.187718 2.319495 1.091388 1.291050 10.034608 -0.921173 -3.145713 -1.011485 5.000000 5.000000 10.000000 -1.842346 -6.291426 -2.022971 1.470453 1.623573 11.952675 -2.763519 -9.437139 -3.034456 2.205679 2.435359 17.929012 -3.735869 -12.757614 -4.102135 2.981751 3.292245 24.237368
2017 03 31 00 00 00 3.190380 -2.752031 18.575929 1.467671 2.629191 16.237979 -0.459092 -4.510634 13.500545 1.244846 1.550608 11.507135 1.830540 -1.432121 2.659547 1.070859 1.280048 10.176416 -0.689331 -3.387516 0.049290 5.000000 5.000000 10.000000 -1.378663 -6.775033 0.098580 1.428879 1.572010 11.576700 -2.067994 -10.162549 0.147870 2.143319 2.358015 17.365051 -2.795622 -13.738260 0.199898 2.897450 3.187686 23.474976
2017 04 02 00 00 00 2.354022 -1.827016 -3.811444 1.552156 2.731673 10.347519 -0.155505 -4.961987 16.712501 1.252720 1.473714 10.076632 2.692917 -2.713497 5.301155 1.037283 1.095676 10.134658 -0.518220 -3.377952 0.624760 5.000000 5.000000 10.000000 -1.000999 -6.930347 1.300029 1.376574 1.506142 11.120152 -1.501499 -10.395520 1.950043 2.064861 2.259212 16.680229 -2.029804 -14.053203 2.636169 2.791387 3.054120 22.549198
2017 04 04 00 00 00 3.324434 4.109515 -17.802380 5.000000 5.000000 10.000000 2.634556 -2.842127 6.770704 1.066818 1.647179 12.384065 2.867052 -2.985636 7.823950 5.000000 5.000000 10.000000 -0.231421 -3.076282 -1.009695 5.000000 5.000000 10.000000 -0.379039 -6.807708 0.218731 1.342190 1.442731 10.682617 -0.568558 -10.211562 0.328097 2.013285 2.164097 16.023926 -0.768606 -13.804519 0.443538 2.721663 2.925538 21.661974
2017 04 06 00 00 00 1.032351 4.393623 -10.197272 1.227701 0.899932 11.552865 4.221520 0.211742 2.099375 0.934263 1.579895 12.875976 3.684207 -1.995258 5.727252 5.000000 5.000000 10.000000 0.035398 -3.318227 -2.409326 5.000000 5.000000 10.000000 0.279334 -6.517614 -0.152898 1.313708 1.387267 10.288478 0.419001 -9.776421 -0.229348 1.970561 2.080900 15.432717 0.566427 -13.216273 -0.310044 2.663907 2.813069 20.862747
2017 04 08 00 00 00 -1.696030 -0.345010 -7.492378 2.060861 0.847824 12.380035 3.456785 1.137545 -5.198323 1.278091 1.373145 12.027392 4.153772 -1.376205 2.832299 5.000000 5.000000 10.000000 0.518998 -3.360871 -2.706046 5.000000 5.000000 10.000000 0.484580 -6.544754 -0.703784 5.000000 5.000000 10.000000 0.726869 -9.817131 -1.055676 1.921096 1.995865 14.824321 0.982620 -13.271306 -1.427118 2.597037 2.698113 20.040285
2017 04 10 00 00 00 -6.059538 -2.273006 0.475590 1.985224 0.876152 10.286482 -0.291593 0.605318 -15.006233 5.000000 5.000000 10.000000 2.537162 -1.772293 -1.285004 5.000000 5.000000 10.000000 0.310988 -3.057495 -1.688549 5.000000 5.000000 10.000000 0.075661 -6.612723 -1.086173 5.000000 5.000000 10.000000 0.113491 -9.919085 -1.629260 1.862921 1.920467 14.245421 0.153423 -13.409133 -2.202517 2.518394 2.596186 19.257699
2017 04 12 00 00 00 -5.125884 0.296828 16.928672 5.000000 5.000000 10.000000 -2.273037 2.801728 -5.822645 1.682731 1.149394 10.661992 0.971475 -1.752759 0.630125 5.000000 5.000000 10.000000 0.218130 -2.622151 0.316735 5.000000 5.000000 10.000000 -0.140100 -6.354759 0.650731 5.000000 5.000000 10.000000 -0.210149 -9.532138 0.976096 1.796603 1.853209 13.867110 -0.284091 -12.886039 1.319538 2.428740 2.505265 18.746278
2017 04 14 00 00 00 0.051456 1.859352 17.902893 5.000000 5.000000 10.000000 -4.762174 1.966841 6.108959 5.000000 5.000000 10.000000 -0.322103 -1.781698 5.190346 5.000000 5.000000 10.000000 0.406366 -2.218388 0.717507 5.000000 5.000000 10.000000 -0.339903 -6.174255 2.170536 5.000000 5.000000 10.000000 -0.509854 -9.261382 3.255804 1.735477 1.787606 13.457977 -0.689248 -12.520016 4.401365 2.346108 2.416578 18.193191
2017 04 16 00 00 00 0.714398 2.559980 4.022492 5.000000 5.000000 10.000000 -4.860312 0.834196 10.501102 5.000000 5.000000 10.000000 -1.090459 -0.812112 10.153704 5.000000 5.000000 10.000000 0.274676 -2.032021 1.274565 5.000000 5.000000 10.000000 -0.476694 -5.878003 3.147503 5.000000 5.000000 10.000000 -0.715041 -8.817005 4.721254 1.673043 1.729543 13.006146 -0.966629 -11.919284 6.382436 2.261706 2.338086 17.582382
2017 04 18 00 00 00 -0.939131 3.250147 -16.425702 5.000000 5.000000 10.000000 -4.750323 2.519036 7.479614 5.000000 5.000000 10.000000 -1.808258 0.742215 6.260292 5.000000 5.000000 10.000000 0.041335 -1.771642 0.003371 5.000000 5.000000 10.000000 -0.802964 -5.211807 2.467577 5.000000 5.000000 10.000000 -1.204447 -7.817710 3.701366 1.622946 1.714035 12.557044 -1.628233 -10.568386 5.003698 2.193982 2.317121 16.975263
2017 04 20 00 00 00 -0.478487 0.646583 -19.118415 5.000000 5.000000 10.000000 -3.222300 2.826129 0.393115 1.239632 1.006135 11.066865 -1.951729 2.143550 1.845074 5.000000 5.000000 10.000000 -0.227032 -1.551784 0.270277 5.000000 5.000000 10.000000 -1.003542 -4.940372 1.321101 5.000000 5.000000 10.000000 -1.505312 -7.410558 1.981652 1.570774 1.663672 12.186620 -2.034959 -10.017977 2.678900 2.123453 2.249038 16.474505
2017 04 22 00 00 00 3.769833 -2.962101 -1.572472 1.576716 1.841877 12.135086 1.474785 1.926257 -3.017670 1.060536 1.220678 10.228990 -1.551583 2.085085 0.164760 5.000000 5.000000 10.000000 -0.114922 -1.364865 0.253922 5.000000 5.000000 10.000000 -0.714733 -4.908970 1.537383 5.000000 5.000000 10.000000 -1.072099 -7.363455 2.306075 1.527779 1.608116 11.753075 -1.449319 -9.954301 3.117471 2.065331 2.173935 15.888416
2017 04 24 00 00 00 3.267924 -2.833989 12.955416 5.000000 5.000000 10.000000 2.341804 0.943232 -6.508188 5.000000 5.000000 10.000000 -1.377823 2.679567 -2.630340 5.000000 5.000000 10.000000 -0.080469 -1.115185 1.501762 5.000000 5.000000 10.000000 -0.581989 -4.768330 2.044894 5.000000 5.000000 10.000000 -0.872984 -7.152495 3.067341 1.478210 1.553797 11.384163 -1.180145 -9.669113 4.146590 1.998321 2.100504 15.389702
2017 04 26 00 00 00 3.493018 -1.353744 14.807118 5.000000 5.000000 10.000000 3.691575 -2.114183 -4.021422 5.000000 5.000000 10.000000 -1.007557 1.756606 -2.643885 5.000000 5.000000 10.000000 0.365198 -1.130126 3.140251 5.000000 5.000000 10.000000 -0.217064 -4.947616 2.949891 5.000000 5.000000 10.000000 -0.325595 -7.421424 4.424836 1.444395 1.504339 11.047974 -0.440157 -10.032665 5.981723 1.952608 2.033644 14.935224
2017 04 28 00 00 00 NaN NaN NaN NaN NaN NaN 4.361686 -5.237604 -1.005970 1.129245 1.604402 10.819878 -1.301746 0.339621 -0.371930 5.000000 5.000000 10.000000 0.612238 -1.331137 2.676660 5.000000 5.000000 10.000000 -0.161157 -5.305964 2.566679 5.000000 5.000000 10.000000 -0.241736 -7.958946 3.850018 1.420642 1.511497 10.880486 -0.326791 -10.759316 5.204654 1.920497 2.043320 14.708805
2017 04 30 00 00 00 NaN NaN NaN NaN NaN NaN 5.437641 -7.557161 7.299900 1.398709 1.878288 12.350126 -1.194713 -0.521659 2.557475 5.000000 5.000000 10.000000 0.447264 -1.503348 2.229713 5.000000 5.000000 10.000000 -0.161157 -5.305964 2.566679 5.000000 5.000000 10.000000 -0.241736 -7.958946 3.850018 1.420642 1.511497 10.880486 -0.326791 -10.759316 5.204654 1.920497 2.043320 14.708805
2017 05 02 00 00 00 NaN NaN NaN NaN NaN NaN 5.734414 -9.496077 16.220877 2.026068 2.471307 15.062275 -1.024431 -1.301385 5.261183 5.000000 5.000000 10.000000 0.497281 -1.719185 1.845975 5.000000 5.000000 10.000000 -0.161157 -5.305964 2.566679 5.000000 5.000000 10.000000 -0.241736 -7.958946 3.850018 1.420642 1.511497 10.880486 -0.326791 -10.759316 5.204654 1.920497 2.043320 14.708805
2017 05 04 00 00 00 NaN NaN NaN NaN NaN NaN 5.229516 -7.664524 15.917391 3.265977 3.904429 24.718555 0.225607 -1.752289 2.983797 1.742663 1.623431 10.285642 0.289339 -2.152771 1.674419 5.000000 5.000000 10.000000 -0.161157 -5.305964 2.566679 5.000000 5.000000 10.000000 -0.241736 -7.958946 3.850018 1.420642 1.511497 10.880486 -0.326791 -10.759316 5.204654 1.920497 2.043320 14.708805
2017 05 06 00 00 00 NaN NaN NaN NaN NaN NaN -1.667134 -2.020995 -1.270940 1.291712 2.775652 11.930559 2.002284 -1.814576 1.096262 5.000000 5.000000 10.000000 -0.083195 -2.313364 2.084894 5.000000 5.000000 10.000000 -0.157959 -5.328137 2.645851 5.000000 5.000000 10.000000 -0.236939 -7.992205 3.968777 1.391187 1.480252 10.655560 -0.320306 -10.804277 5.365199 1.880678 2.001082 14.404738
2017 05 08 00 00 00 NaN NaN NaN NaN NaN NaN -1.127020 0.432376 -2.969468 5.000000 5.000000 10.000000 2.475581 -2.477266 -0.987904 5.000000 5.000000 10.000000 0.028823 -2.272809 3.688619 5.000000 5.000000 10.000000 -0.121611 -5.367496 2.842295 5.000000 5.000000 10.000000 -0.182417 -8.051244 4.263443 1.337386 1.421698 10.235376 -0.246601 -10.884089 5.763543 1.807947 1.921925 13.836712
2017 05 10 00 00 00 NaN NaN NaN NaN NaN NaN -1.420480 3.479033 -4.068588 5.000000 5.000000 10.000000 1.876124 -2.073212 -6.141456 5.000000 5.000000 10.000000 0.215937 -1.776433 2.635991 5.000000 5.000000 10.000000 -0.034522 -5.108411 2.006747 5.000000 5.000000 10.000000 -0.051784 -7.662617 3.010121 5.000000 5.000000 10.000000 -0.070004 -10.358723 4.069237 1.741277 1.857539 13.363701
2017 05 12 00 00 00 -0.406291 1.069760 -1.608968 5.000000 5.000000 10.000000 -0.870623 2.292342 -3.447788 2.107878 2.537642 19.606956 1.206890 -1.952371 -3.285920 5.000000 5.000000 10.000000 -0.240502 -1.393434 2.815041 5.000000 5.000000 10.000000 -0.088186 -5.045749 2.095141 5.000000 5.000000 10.000000 -0.132279 -7.568624 3.142711 5.000000 5.000000 10.000000 -0.178821 -10.231658 4.248480 1.676351 1.789040 12.862467
