################################################################################
# WEBOBS Observatoires volcanologiques et sismologiques de l'IPGP
#
# PROC: {PROC.GNSSPELEE} 
# TITLE: {\fontsize{14}{\bfGNSS Pelée Martinique - Source best model timeline} ()} {GNSSPELEE_MODELTIME_VECTORS}
# FILENAME: MODELTIME_VECTORS_mdclam0_.txt
# TIMESPAN: from "01-Feb-2020" to "01-Mar-2025"
#
#   Time period #1 = 90 days (~3 months)
#   Time period #2 = 180 days (~6 months)
#   Time period #3 = 270 days (~1 year)
#   Time period #4 = 365 days (1 year)
#
# CREATED: 12-Mar-2025 11:07:25 by webobs@volwebobs.ipgp.fr
# COPYRIGHT: MMXXV, OVSM-IPGP
################################################################################
#
#yyyy mm dd HH MM SS dE_(mm)_1 dN_(mm)_1 dU_(mm)_1 s_dE_1 s_dN_1 s_dU_1 dE_(mm)_2 dN_(mm)_2 dU_(mm)_2 s_dE_2 s_dN_2 s_dU_2 dE_(mm)_3 dN_(mm)_3 dU_(mm)_3 s_dE_3 s_dN_3 s_dU_3 dE_(mm)_4 dN_(mm)_4 dU_(mm)_4 s_dE_4 s_dN_4 s_dU_4
2023 03 18 00 00 00 -0.850736 0.009849 6.952343 5.000000 5.000000 15.000000 0.103050 1.113652 15.844242 5.000000 5.000000 15.000000 -1.437308 2.126470 22.500306 5.000000 5.000000 15.000000 1.160363 3.731263 21.589479 5.000000 5.000000 15.000000
2023 04 29 00 00 00 0.524079 1.792233 1.490048 5.000000 5.000000 15.000000 -0.067895 0.819094 -7.262946 5.000000 5.000000 15.000000 -1.394160 2.131593 14.460972 5.000000 5.000000 15.000000 -0.297066 3.748095 19.836282 5.000000 5.000000 15.000000
2023 06 10 00 00 00 2.817607 2.132687 2.020124 5.000000 5.000000 15.000000 0.551016 2.190105 -1.462245 5.000000 5.000000 15.000000 0.330987 2.378457 10.270913 5.000000 5.000000 15.000000 -0.790052 3.280938 18.851384 5.000000 5.000000 15.000000
2023 07 22 00 00 00 3.362472 -1.046953 -0.105213 5.000000 5.000000 15.000000 2.542474 2.125990 2.012553 5.000000 5.000000 15.000000 1.989210 2.183484 -3.516331 5.000000 5.000000 15.000000 0.472317 3.177426 14.669397 5.000000 5.000000 15.000000
2023 09 02 00 00 00 0.265894 0.178845 6.780027 5.000000 5.000000 15.000000 2.794177 0.986593 2.522937 5.000000 5.000000 15.000000 2.074524 1.828337 0.599868 5.000000 5.000000 15.000000 1.904684 2.643440 11.337349 5.000000 5.000000 15.000000
2023 10 14 00 00 00 -3.063054 0.497258 5.402776 5.000000 5.000000 15.000000 -0.317399 -0.258411 9.753886 5.000000 5.000000 15.000000 1.420689 1.968104 9.505520 5.000000 5.000000 15.000000 1.886280 2.392104 3.959901 5.000000 5.000000 15.000000
2023 11 25 00 00 00 1.134638 0.525538 11.679726 5.000000 5.000000 15.000000 -1.563978 0.791947 17.496986 5.000000 5.000000 15.000000 0.946480 1.199382 13.564800 5.000000 5.000000 15.000000 1.366754 2.070668 11.072646 5.000000 5.000000 15.000000
2024 01 06 00 00 00 1.362887 -0.335455 -8.266531 5.000000 5.000000 15.000000 -1.461490 -0.160772 7.602275 5.000000 5.000000 15.000000 -0.084758 -0.055488 14.098156 5.000000 5.000000 15.000000 0.854727 1.638715 14.660259 5.000000 5.000000 15.000000
2024 02 17 00 00 00 2.578798 0.783356 1.191132 5.000000 5.000000 15.000000 1.649007 -0.314903 -0.488714 5.000000 5.000000 15.000000 -0.495497 -0.241637 11.082158 5.000000 5.000000 15.000000 1.226092 0.765183 12.324072 5.000000 5.000000 15.000000
2024 03 30 00 00 00 -1.627859 1.485296 3.162858 5.000000 5.000000 15.000000 -0.452716 -0.194036 -5.228350 5.000000 5.000000 15.000000 -1.411781 -0.564347 4.934537 5.000000 5.000000 15.000000 -0.147513 -0.160091 12.546891 5.000000 5.000000 15.000000
2024 05 11 00 00 00 -1.147379 1.621641 2.375071 5.000000 5.000000 15.000000 -2.209737 0.833280 1.489004 5.000000 5.000000 15.000000 -1.428252 -0.171392 0.605115 5.000000 5.000000 15.000000 -2.107160 -0.152596 10.278390 5.000000 5.000000 15.000000
2024 06 22 00 00 00 1.203274 -0.434812 -4.604650 5.000000 5.000000 15.000000 -1.511937 0.482418 0.023250 5.000000 5.000000 15.000000 -0.751937 0.333633 -3.147463 5.000000 5.000000 15.000000 -1.305467 0.155820 5.245673 5.000000 5.000000 15.000000
2024 08 03 00 00 00 1.000215 -0.302803 -5.440706 5.000000 5.000000 15.000000 2.205997 2.198846 -3.855937 5.000000 5.000000 15.000000 -0.185746 2.358441 -2.031363 5.000000 5.000000 15.000000 0.185357 1.291444 0.356027 5.000000 5.000000 15.000000
2024 09 14 00 00 00 NaN NaN NaN NaN NaN NaN -1.507530 -0.650658 -6.116931 5.000000 5.000000 15.000000 -2.211425 3.446548 -0.661485 5.000000 5.000000 15.000000 -0.694426 2.154818 -3.359655 5.000000 5.000000 15.000000
2024 10 26 00 00 00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -1.077140 3.956926 -5.231092 5.000000 5.000000 15.000000 -1.559781 4.207172 -4.257539 5.000000 5.000000 15.000000
2024 12 07 00 00 00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.874075 1.042799 2.606952 5.000000 5.000000 15.000000 -0.794524 2.332601 2.823275 5.000000 5.000000 15.000000
2025 01 18 00 00 00 -0.943442 -1.010753 -5.999919 5.000000 5.000000 15.000000 1.729884 0.925270 0.107620 5.000000 5.000000 15.000000 0.360493 -0.375896 1.161191 5.000000 5.000000 15.000000 0.188315 1.130973 0.767409 5.000000 5.000000 15.000000
2025 03 01 00 00 00 1.359229 -1.157860 -5.808389 5.000000 5.000000 15.000000 4.538201 -2.493669 -8.100798 5.000000 5.000000 15.000000 1.040237 -1.195012 -0.043701 5.000000 5.000000 15.000000 2.181373 -0.248801 -1.026654 5.000000 5.000000 15.000000
