################################################################################
# WEBOBS Observatoires volcanologiques et sismologiques de l'IPGP
#
# PROC: {PROC.GNSSPELEE} 
# TITLE: {\fontsize{14}{\bfGNSS Pelée Martinique - Source best model timeline} ()} {GNSSPELEE_MODELTIME_VECTORS}
# FILENAME: MODELTIME_VECTORS_mdrchn0_.txt
# TIMESPAN: from "01-Feb-2020" to "01-Mar-2025"
#
#   Time period #1 = 90 days (~3 months)
#   Time period #2 = 180 days (~6 months)
#   Time period #3 = 270 days (~1 year)
#   Time period #4 = 365 days (1 year)
#
# CREATED: 12-Mar-2025 11:07:26 by webobs@volwebobs.ipgp.fr
# COPYRIGHT: MMXXV, OVSM-IPGP
################################################################################
#
#yyyy mm dd HH MM SS dE_(mm)_1 dN_(mm)_1 dU_(mm)_1 s_dE_1 s_dN_1 s_dU_1 dE_(mm)_2 dN_(mm)_2 dU_(mm)_2 s_dE_2 s_dN_2 s_dU_2 dE_(mm)_3 dN_(mm)_3 dU_(mm)_3 s_dE_3 s_dN_3 s_dU_3 dE_(mm)_4 dN_(mm)_4 dU_(mm)_4 s_dE_4 s_dN_4 s_dU_4
2022 03 05 00 00 00 2.097361 -0.678291 -3.142458 5.000000 5.000000 15.000000 -0.280406 -2.757211 -2.436984 5.000000 5.000000 15.000000 0.651080 -1.859936 4.666695 5.000000 5.000000 15.000000 2.201601 -4.689866 4.173285 5.000000 5.000000 15.000000
2022 04 16 00 00 00 0.703507 -1.981820 -2.906599 5.000000 5.000000 15.000000 0.672491 -3.446832 -3.827525 5.000000 5.000000 15.000000 0.366830 -2.825319 0.432867 5.000000 5.000000 15.000000 1.984350 -4.805125 2.859168 5.000000 5.000000 15.000000
2022 05 28 00 00 00 2.104230 -0.017651 6.646751 5.000000 5.000000 15.000000 3.150837 -1.902766 -1.133226 5.000000 5.000000 15.000000 1.320918 -3.907630 -2.813537 5.000000 5.000000 15.000000 1.923993 -3.624442 4.275230 5.000000 5.000000 15.000000
2022 07 09 00 00 00 2.069076 -2.925180 -8.605093 5.000000 5.000000 15.000000 2.779278 -3.573021 -5.711385 5.000000 5.000000 15.000000 2.815228 -4.957618 -6.963622 5.000000 5.000000 15.000000 2.313411 -4.283044 -1.815970 5.000000 5.000000 15.000000
2022 08 20 00 00 00 2.216835 -1.877549 4.407926 5.000000 5.000000 15.000000 3.422735 -3.946920 -1.033678 5.000000 5.000000 15.000000 4.142396 -5.118831 -5.141837 5.000000 5.000000 15.000000 3.190747 -6.064538 -5.975908 5.000000 5.000000 15.000000
2022 10 01 00 00 00 1.052974 1.887108 10.102293 5.000000 5.000000 15.000000 4.354165 -2.455992 1.290429 5.000000 5.000000 15.000000 5.316218 -4.043673 -0.644856 5.000000 5.000000 15.000000 5.237738 -5.822384 -2.682295 5.000000 5.000000 15.000000
2022 11 12 00 00 00 0.109642 -0.670734 8.399434 5.000000 5.000000 15.000000 2.904352 -0.231115 14.617927 5.000000 5.000000 15.000000 4.882998 -2.974457 9.934667 5.000000 5.000000 15.000000 6.053924 -4.626464 4.236274 5.000000 5.000000 15.000000
2022 12 24 00 00 00 -0.329217 -1.503872 -3.141120 5.000000 5.000000 15.000000 0.596709 -1.061964 9.207767 5.000000 5.000000 15.000000 4.096767 -2.665141 7.323042 5.000000 5.000000 15.000000 5.857283 -4.206827 4.992440 5.000000 5.000000 15.000000
2023 02 04 00 00 00 -0.244363 -1.722392 -0.301922 5.000000 5.000000 15.000000 -0.039144 -2.035063 1.164432 5.000000 5.000000 15.000000 2.189579 -2.207899 10.419329 5.000000 5.000000 15.000000 4.644574 -4.198855 8.124718 5.000000 5.000000 15.000000
2023 03 18 00 00 00 -1.738091 -1.590984 -0.197055 5.000000 5.000000 15.000000 -1.187427 -3.563119 -3.104140 5.000000 5.000000 15.000000 -0.394114 -3.093276 6.263893 5.000000 5.000000 15.000000 2.891211 -4.557275 6.567220 5.000000 5.000000 15.000000
2023 04 29 00 00 00 1.343808 0.921987 -2.034063 5.000000 5.000000 15.000000 -1.325540 -2.251299 -5.625507 5.000000 5.000000 15.000000 -1.222897 -3.291853 -3.869422 5.000000 5.000000 15.000000 0.865014 -3.504167 4.178661 5.000000 5.000000 15.000000
2023 06 10 00 00 00 3.177787 0.222387 0.314675 5.000000 5.000000 15.000000 0.473910 -0.755867 -4.916706 5.000000 5.000000 15.000000 -0.507195 -3.427697 -6.460511 5.000000 5.000000 15.000000 0.102103 -3.333821 2.230501 5.000000 5.000000 15.000000
2023 07 22 00 00 00 2.405139 -2.083674 -3.044727 5.000000 5.000000 15.000000 2.901781 -0.624850 -3.769451 5.000000 5.000000 15.000000 0.995127 -2.542053 -7.269056 5.000000 5.000000 15.000000 0.628064 -3.743787 -4.908051 5.000000 5.000000 15.000000
2023 09 02 00 00 00 0.710663 0.683572 2.244694 5.000000 5.000000 15.000000 3.168905 -1.128776 -4.742104 5.000000 5.000000 15.000000 2.191829 -1.736081 -7.890349 5.000000 5.000000 15.000000 1.146996 -3.963402 -9.392479 5.000000 5.000000 15.000000
2023 10 14 00 00 00 -0.743356 0.135180 9.186113 5.000000 5.000000 15.000000 0.697687 -1.435405 3.962049 5.000000 5.000000 15.000000 2.795238 -0.960796 0.329942 5.000000 5.000000 15.000000 1.847362 -2.883385 -5.073041 5.000000 5.000000 15.000000
2023 11 25 00 00 00 0.300865 -0.119120 5.633577 5.000000 5.000000 15.000000 -0.236122 -0.435332 10.834064 5.000000 5.000000 15.000000 2.334904 -1.522861 4.837381 5.000000 5.000000 15.000000 2.130794 -2.529390 0.384383 5.000000 5.000000 15.000000
2024 01 06 00 00 00 0.253575 -0.828812 -6.017734 5.000000 5.000000 15.000000 -0.805136 -1.261794 4.539792 5.000000 5.000000 15.000000 0.800747 -1.837974 5.560877 5.000000 5.000000 15.000000 2.098509 -2.072024 1.520540 5.000000 5.000000 15.000000
2024 02 17 00 00 00 1.145045 -0.577990 3.322517 5.000000 5.000000 15.000000 -0.068682 -1.463958 -1.639415 5.000000 5.000000 15.000000 -0.354209 -1.788596 6.076616 5.000000 5.000000 15.000000 1.894158 -2.195672 3.599770 5.000000 5.000000 15.000000
2024 03 30 00 00 00 -0.235460 -0.008254 2.407223 5.000000 5.000000 15.000000 -1.072275 -1.734757 -1.771340 5.000000 5.000000 15.000000 -1.387977 -2.558264 4.637682 5.000000 5.000000 15.000000 0.313885 -2.821603 6.365783 5.000000 5.000000 15.000000
2024 05 11 00 00 00 -1.060768 0.334877 -3.940405 5.000000 5.000000 15.000000 -1.962224 -1.323586 -0.062465 5.000000 5.000000 15.000000 -1.948005 -2.417189 -1.216643 5.000000 5.000000 15.000000 -1.688796 -2.682501 4.894761 5.000000 5.000000 15.000000
2024 06 22 00 00 00 0.663990 -2.317724 -3.321296 5.000000 5.000000 15.000000 -1.000305 -2.007353 -2.900699 5.000000 5.000000 15.000000 -1.274810 -2.845680 -3.734237 5.000000 5.000000 15.000000 -1.454474 -3.237915 1.786614 5.000000 5.000000 15.000000
2024 08 03 00 00 00 0.254590 -0.225777 -5.877051 5.000000 5.000000 15.000000 0.958412 -1.765703 -7.073915 5.000000 5.000000 15.000000 -0.952104 -2.210186 -4.575008 5.000000 5.000000 15.000000 -1.166383 -3.308108 -3.142269 5.000000 5.000000 15.000000
2024 09 14 00 00 00 1.062329 0.507928 1.480976 5.000000 5.000000 15.000000 1.167415 -1.479871 -4.302747 5.000000 5.000000 15.000000 -0.002311 -2.130727 -4.932822 5.000000 5.000000 15.000000 -0.598373 -3.089994 -5.691490 5.000000 5.000000 15.000000
2024 10 26 00 00 00 0.139492 0.573923 -1.461846 5.000000 5.000000 15.000000 0.916653 0.396848 -3.469174 5.000000 5.000000 15.000000 0.703358 -0.863676 -6.446069 5.000000 5.000000 15.000000 -0.050354 -1.722271 -5.596956 5.000000 5.000000 15.000000
2024 12 07 00 00 00 1.309967 -0.205770 2.894006 5.000000 5.000000 15.000000 1.227040 1.161486 1.998860 5.000000 5.000000 15.000000 1.990805 -0.073406 -2.993199 5.000000 5.000000 15.000000 0.673504 -1.170312 -4.728035 5.000000 5.000000 15.000000
2025 01 18 00 00 00 0.393120 -2.374739 -7.202377 5.000000 5.000000 15.000000 0.649914 -1.741227 -1.901024 5.000000 5.000000 15.000000 1.828112 -0.726964 -3.810026 5.000000 5.000000 15.000000 1.618573 -1.301421 -6.538486 5.000000 5.000000 15.000000
2025 03 01 00 00 00 -0.987503 -2.064668 -9.728538 5.000000 5.000000 15.000000 0.177964 -3.899228 -9.954107 5.000000 5.000000 15.000000 0.951062 -2.414291 -7.401648 5.000000 5.000000 15.000000 1.839532 -2.711411 -9.629420 5.000000 5.000000 15.000000
