################################################################################
# WEBOBS Observatoires volcanologiques et sismologiques de l'IPGP
#
# PROC: {PROC.GNSSPELEE} 
# TITLE: {\fontsize{14}{\bfGNSS Pelée Martinique - Source best model timeline} ()} {GNSSPELEE_MODELTIME_VECTORS}
# FILENAME: MODELTIME_VECTORS_mdcsch2_.txt
# TIMESPAN: from "01-Feb-2020" to "01-Mar-2025"
#
#   Time period #1 = 90 days (~3 months)
#   Time period #2 = 180 days (~6 months)
#   Time period #3 = 270 days (~1 year)
#   Time period #4 = 365 days (1 year)
#
# CREATED: 12-Mar-2025 11:07:26 by webobs@volwebobs.ipgp.fr
# COPYRIGHT: MMXXV, OVSM-IPGP
################################################################################
#
#yyyy mm dd HH MM SS dE_(mm)_1 dN_(mm)_1 dU_(mm)_1 s_dE_1 s_dN_1 s_dU_1 dE_(mm)_2 dN_(mm)_2 dU_(mm)_2 s_dE_2 s_dN_2 s_dU_2 dE_(mm)_3 dN_(mm)_3 dU_(mm)_3 s_dE_3 s_dN_3 s_dU_3 dE_(mm)_4 dN_(mm)_4 dU_(mm)_4 s_dE_4 s_dN_4 s_dU_4
2022 07 09 00 00 00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2022 08 20 00 00 00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2022 10 01 00 00 00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2022 11 12 00 00 00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2022 12 24 00 00 00 1.622599 -4.603787 3.420045 5.000000 5.000000 16.526826 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2023 02 04 00 00 00 0.047894 -0.168054 2.818545 5.000000 5.000000 15.000000 -5.113143 -7.493704 4.946988 5.000000 5.000000 17.140115 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2023 03 18 00 00 00 8.959815 3.167711 -14.742836 5.000000 5.000000 15.000000 2.233104 -1.056827 -3.630566 5.000000 5.000000 15.000000 -1.548788 -5.104012 -5.445849 5.000000 5.000000 18.774182 NaN NaN NaN NaN NaN NaN
2023 04 29 00 00 00 4.579315 0.397891 -7.335391 5.000000 5.000000 15.000000 5.349176 1.399890 -5.725881 5.000000 5.000000 15.000000 3.821836 -2.716541 -5.664537 5.000000 5.000000 15.000000 5.076310 -3.775704 -7.657615 5.000000 5.000000 16.046196
2023 06 10 00 00 00 2.788080 0.795083 -20.049638 5.000000 5.000000 15.000000 7.252792 2.501233 -23.471801 5.000000 5.000000 15.000000 6.901843 1.497960 -18.957536 5.000000 5.000000 15.000000 5.393468 -0.065935 -25.627780 5.000000 5.000000 15.000000
2023 07 22 00 00 00 -7.677718 -3.106747 -6.983036 5.000000 5.000000 15.000000 0.054645 0.050686 -27.057066 5.000000 5.000000 15.000000 3.720600 1.206374 -23.517884 5.000000 5.000000 15.000000 1.392526 -1.175707 -29.246361 5.000000 5.000000 15.000000
2023 09 02 00 00 00 5.629195 -0.845413 2.240449 5.000000 5.000000 15.000000 -1.940809 -1.685848 -19.087430 5.000000 5.000000 15.000000 2.577695 0.290862 -27.721493 5.000000 5.000000 15.000000 4.001299 -0.552109 -29.168592 5.000000 5.000000 15.000000
2023 10 14 00 00 00 18.429386 6.263283 -8.816563 5.000000 5.000000 15.000000 9.446325 1.972958 -14.120345 5.000000 5.000000 15.000000 10.384435 1.940965 -28.944968 5.000000 5.000000 15.000000 9.867026 1.932059 -30.332820 5.000000 5.000000 15.000000
2023 11 25 00 00 00 -0.100620 -0.337145 7.613607 5.000000 5.000000 15.000000 15.513660 3.857762 -0.062509 5.000000 5.000000 15.000000 11.413576 2.074518 -17.904773 5.000000 5.000000 15.000000 12.984226 3.189830 -28.919151 5.000000 5.000000 15.000000
2024 01 06 00 00 00 -4.442265 -0.363451 -0.200779 5.000000 5.000000 15.000000 11.308726 4.203910 -1.580898 5.000000 5.000000 15.000000 12.321207 2.821670 -8.960237 5.000000 5.000000 15.000000 14.430502 3.346764 -23.443797 5.000000 5.000000 15.000000
2024 02 17 00 00 00 -4.781975 -0.568143 2.830416 5.000000 5.000000 15.000000 -4.478397 -0.471284 3.129742 5.000000 5.000000 15.000000 9.705248 2.858596 0.920508 5.000000 5.000000 15.000000 10.869613 2.598267 -15.600544 5.000000 5.000000 15.000000
2024 03 30 00 00 00 5.181089 -0.123613 11.579275 5.000000 5.000000 15.000000 -4.116040 -0.019288 7.183199 5.000000 5.000000 15.000000 6.503308 3.103241 3.013376 5.000000 5.000000 15.000000 9.904326 2.836923 -5.333894 5.000000 5.000000 15.000000
2024 05 11 00 00 00 4.618452 -4.889981 18.283508 5.000000 5.000000 15.000000 3.025519 -1.747128 18.580229 5.000000 5.000000 15.000000 0.960912 -0.845435 15.317476 5.000000 5.000000 15.000000 9.893604 1.574709 11.050438 5.000000 5.000000 15.000000
2024 06 22 00 00 00 -10.780495 -6.064659 -0.419697 5.000000 5.000000 15.000000 -2.456667 -6.671265 20.853840 5.000000 5.000000 15.000000 -5.192955 -5.412441 20.682444 5.000000 5.000000 15.000000 4.506273 -1.498184 16.281209 5.000000 5.000000 15.000000
2024 08 03 00 00 00 0.214615 -6.582408 21.831390 5.000000 5.000000 15.000000 -3.915114 -12.143600 23.569025 5.000000 5.000000 15.000000 -2.046612 -9.235576 27.810063 5.000000 5.000000 15.000000 -1.483746 -6.981457 26.392572 5.000000 5.000000 15.000000
2024 09 14 00 00 00 2.190400 6.347779 10.714754 5.000000 5.000000 15.000000 -4.785805 -4.776760 17.503090 5.000000 5.000000 15.000000 -3.372906 -7.901389 31.501240 5.000000 5.000000 15.000000 -6.126219 -7.969673 32.789670 5.000000 5.000000 15.000000
2024 10 26 00 00 00 -6.042048 -6.114981 -1.670430 5.000000 5.000000 15.000000 -3.105837 -2.344645 13.344122 5.000000 5.000000 15.000000 -6.042892 -8.677713 24.774398 5.000000 5.000000 15.000000 -4.522332 -8.958887 31.904607 5.000000 5.000000 15.000000
2024 12 07 00 00 00 -14.289246 -10.608480 -34.210706 5.000000 5.000000 20.314881 -10.040363 -6.548873 -17.156395 5.000000 5.000000 15.000000 -12.019835 -10.783603 1.590520 5.000000 5.000000 15.000000 -9.147012 -12.109414 18.432593 5.000000 5.000000 15.000000
2025 01 18 00 00 00 1.447277 17.096048 -58.150679 5.000000 5.000000 21.752702 -12.429873 -0.753581 -58.818814 5.000000 5.000000 15.000000 -11.369954 -2.752925 -33.200997 5.000000 5.000000 15.000000 -11.565729 -8.495809 -10.795382 5.000000 5.000000 15.000000
2025 03 01 00 00 00 -18.678658 9.478411 20.263699 5.000000 5.000000 20.595292 -23.039310 6.716985 -48.698188 5.000000 5.000000 15.468256 -21.551765 3.040708 -46.041443 5.000000 5.000000 15.000000 -23.375913 -3.622043 -28.311961 5.000000 5.000000 15.000000
